"","publisher","id","owners","name","release_date","categories","price","user_rating","expert_rating","game_mode","d_publisher"
"692","NeocoreGames",400170,2400000,"The Incredible Adventures of Van Helsing: Final Cut",2015,"Single-player Multi-player",29.99,0.72,0.79,0,0
"693","Neople",495910,1200000,"Dungeon Fighter Online",2016,"Online Multi-Player",0,0.74,0.78,0,0
"694","Nether Productions, LLC",247730,2e+06,"Nether: Resurrected",2014,"Single-player Multi-player",6.99,0.42,0.57,0,0
"695","New Blood Interactive",519860,8e+05,"DUSK",2018,"Single-player Online Multi-Player",15,0.98,0.88,0,0
"696","New World Interactive",222880,14400000,"Insurgency",2014,"Multi-player   Multiplayer",6.99,0.91,0.74,0,0
"697","New World Interactive",447820,2e+06,"Day of Infamy",2017,"Online Multi-Player",11.39,0.82,0.77,0,0
"698","NEXON Korea Corp. & NEXON America Inc.",212160,1900000,"Vindictus",2012,"Single-player Multi-player",0,0.71,0.76,0,1
"699","Next Dimension Game Adventures Ltd.",91900,1700000,"Post Apocalyptic Mayhem",2011,"Single-player Multi-player",6.99,0.84,0.44,0,0
"700","NEXT Studios;bilibili",942970,370000,"Unheard",2019,"Single-player",5.19,0.95,0.72,1,0
"701","Nicalis, Inc.",200900,2600000,"Cave Story+",2011,"Single-player",10.99,0.96,0.83,1,0
"702","Nicalis, Inc.",262960,350000,"Castle In The Darkness",2015,"Single-player",4.79,0.79,0.76,1,0
"703","Night Node",298520,2200000,"Orbital Gear",2014,"Single-player Multi-player   Multiplayer",5.99,0.83,0.59,0,0
"704","Night School Studio",388880,2500000,"Oxenfree",2016,"Single-player",14.99,0.93,0.8,1,0
"705","Nightdive Studios",238210,3500000,"System Shock 2",2013,"Single-player",6.99,0.94,0.92,1,0
"706","Nimbly Games",41300,1700000,"Altitude",2009,"Single-player Multi-player  Multiplayer",0,0.92,0.79,0,0
"707","Ninja Theory",414340,3700000,"Hellblade: Senua's Sacrifice",2017,"Single-player",24.99,0.92,0.83,1,1
"708","NIS America, Inc.",405900,9e+05,"Disgaea PC / 魔界戦記ディスガイア PC",2016,"Single-player",10.99,0.88,0.74,1,0
"709","NIS America, Inc.",579180,230000,"Ys VIII: Lacrimosa of DANA / イースVIII-Lacrimosa of DANA-",2018,"Single-player",44.99,0.64,0.69,1,0
"710","Nival",235340,1e+06,"Prime World",2014,"Multi-player",0,0.59,0.65,0,0
"711","Nival",235380,240000,"Blitzkrieg 3",2017,"Single-player Multi-player Online Multi-Player",7.19,0.59,0.68,0,0
"712","Nkidu Games Inc.",265590,5500000,"The Red Solstice",2015,"Single-player Multi-player Online Multi-Player",7.19,0.73,0.74,0,0
"713","Northway Games",257170,1100000,"Rebuild 3: Gangs of Deadsville",2015,"Single-player",10.99,0.85,0.75,1,0
"714","Numantian Games",644930,1100000,"They Are Billions",2017,"Single-player",19.49,0.86,0.77,1,0
"715","Number None",26800,3e+06,"Braid",2009,"Single-player",10.99,0.94,0.9,1,0
"716","Ocelot Society",470260,1200000,"Event[0]",2016,"Single-player",14.99,0.8,0.75,1,0
"717","Oddworld Inhabitants, Inc.",314660,1900000,"Oddworld: New 'n' Tasty",2015,"Single-player",14.99,0.88,0.86,1,0
"718","OhNoo Studio",335000,310000,"Tormentum - Dark Sorrow",2015,"Single-player",9.29,0.94,0.72,1,0
"719","Osumia Games",270150,2200000,"RUNNING WITH RIFLES",2015,"Single-player Multi-player Online Multi-Player    Multiplayer",10.99,0.88,0.78,0,0
"720","Over The Moon",290770,1400000,"The Fall",2014,"Single-player",6.99,0.88,0.76,1,0
"721","Owlchemy Labs",448280,820000,"Job Simulator",2016,"Single-player",15.49,0.87,0.68,1,0
"722","Oxymoron Games",868360,270000,"Project Hospital",2018,"Single-player",24.99,0.81,0.75,1,0
"723","Panic;Campo Santo",383870,2400000,"Firewatch",2016,"Single-player",14.99,0.86,0.81,1,0
"724","Parabole;Ravenscourt",365160,1900000,"Kona",2017,"Single-player",13,0.83,0.73,1,0
"725","Paradox Interactive",281990,4400000,"Stellaris",2016,"Single-player Multi-player  Multiplayer",34.99,0.78,0.78,0,0
"726","Paradox Interactive",572410,550000,"Steel Division: Normandy 44",2017,"Single-player Multi-player Online Multi-Player",34.99,0.72,0.83,0,0
"727","Paradox Interactive",234390,3700000,"Teleglitch: Die More Edition",2013,"Single-player",8.99,0.86,0.78,1,0
"728","Paradox Interactive",203630,3200000,"Warlock - Master of the Arcane",2012,"Single-player Multi-player",18.99,0.86,0.71,0,0
"729","Paradox Interactive",225420,3200000,"Cities in Motion 2",2013,"Single-player Multi-player   Multiplayer",14.99,0.56,0.72,0,0
"730","Paradox Interactive",362960,1400000,"Tyranny",2016,"Single-player",23.79,0.86,0.8,1,0
"731","Paradox Interactive",300550,2700000,"Shadowrun: Dragonfall - Director's Cut",2014,"Single-player",10.99,0.9,0.87,1,0
"732","Paradox Interactive",346940,2500000,"Shadowrun: Hong Kong - Extended Edition",2015,"Single-player",14.99,0.85,0.81,1,0
"733","Paradox Interactive",42910,7100000,"Magicka",2011,"Single-player Multi-player",7.99,0.91,0.74,0,0
"734","Paradox Interactive",226840,7200000,"Age of Wonders III",2014,"Single-player Multi-player    Multiplayer",22.99,0.8,0.8,0,0
"735","Paradox Interactive",464920,4700000,"Surviving Mars",2018,"Single-player",26.99,0.71,0.76,1,0
"736","Paradox Interactive",234650,6500000,"Shadowrun Returns",2013,"Single-player",10.99,0.88,0.76,1,0
"737","Paradox Interactive",25830,570000,"Knights of Honor",2009,"Single-player Multi-player",7.49,0.92,0.77,0,0
"738","Paradox Interactive",394360,3800000,"Hearts of Iron IV",2016,"Single-player Multi-player   Multiplayer",34.99,0.87,0.83,0,0
"739","Paradox Interactive",25800,2e+06,"Europa Universalis III Complete",2009,"Single-player Multi-player",9.99,0.83,0.83,0,0
"740","Paradox Interactive",203770,9500000,"Crusader Kings II",2012,"Single-player Multi-player",29.99,0.88,0.82,0,0
"741","Paradox Interactive",637090,1900000,"BATTLETECH",2018,"Single-player Multi-player Online Multi-Player  Multiplayer",34.99,0.74,0.78,0,0
"742","Paradox Interactive",255710,7800000,"Cities: Skylines",2015,"Single-player",22.99,0.92,0.85,1,0
"743","Paradox Interactive",42960,1600000,"Victoria II",2010,"Single-player Multi-player",14.99,0.88,0.75,0,0
"744","Paradox Interactive",291650,3e+06,"Pillars of Eternity",2015,"Single-player",22.99,0.86,0.89,1,0
"745","Paradox Interactive",236850,3200000,"Europa Universalis IV",2013,"Single-player Multi-player  Multiplayer",34.99,0.83,0.87,0,0
"746","Paradox Interactive",233450,5900000,"Prison Architect",2015,"Single-player",23.79,0.93,0.83,1,0
"747","Paradox Interactive",25890,1700000,"Hearts of Iron III",2009,"Single-player Multi-player",7.99,0.77,0.77,0,0
"748","Perfect World Entertainment",9900,2500000,"Star Trek Online",2012,"Multi-player",0,0.76,0.66,0,1
"749","Perfect World Entertainment",109600,5100000,"Neverwinter",2013,"Multi-player",0,0.78,0.74,0,1
"750","Perfect World Entertainment",9880,1400000,"Champions Online",2011,"Multi-player",0,0.72,0.72,0,1
"751","Phoenix Online Publishing",284390,1500000,"The Last Door - Collector's Edition",2014,"Single-player",6.99,0.95,0.79,1,1
"752","PikPok",20820,1600000,"Shatter",2010,"Single-player",6.99,0.94,0.84,1,0
"753","Playdead",304430,2400000,"INSIDE",2016,"Single-player",14.99,0.95,0.87,1,0
"754","Playdead",48000,8700000,"LIMBO",2011,"Single-player",6.99,0.94,0.88,1,0
"755","PlayStation Mobile, Inc.",394510,1500000,"HELLDIVERS™ A New Hell Edition",2015,"Single-player Multi-player   Local",15.99,0.91,0.83,0,1
"756","PlayWay S.A.",320300,2200000,"Car Mechanic Simulator 2015",2015,"Single-player",14.99,0.91,0.68,1,1
"757","Pocketwatch Games",286000,1400000,"Tooth and Tail",2017,"Single-player Multi-player Online Multi-Player Local Multi-Player",14.99,0.78,0.8,0,0
"758","Pocketwatch Games",113020,6700000,"Monaco: What's Yours Is Mine",2013,"Single-player Multi-player    Multiplayer",10.99,0.91,0.83,0,0
"759","PopCap Games, Inc.",78000,1900000,"Bejeweled® 3",2010,"Single-player",4.25,0.95,0.82,1,0
"760","PopCap Games, Inc.",3590,3900000,"Plants vs. Zombies GOTY Edition",2009,"Single-player",4.25,0.97,0.87,1,0
"761","Portalarium",326160,530000,"Shroud of the Avatar: Forsaken Virtues",2018,"Single-player Multi-player    Multiplayer",0,0.51,0.58,0,0
"762","Positech Games",344850,890000,"Big Pharma",2015,"Single-player",18.99,0.75,0.72,1,0
"763","Positech Games",245470,1300000,"Democracy 3",2013,"Single-player",18.99,0.74,0.7,1,0
"764","PQube Limited",593280,1100000,"Cat Quest",2017,"Single-player",9.99,0.96,0.79,1,0
"765","Private Division",220200,4800000,"Kerbal Space Program",2015,"Single-player",29.99,0.91,0.88,1,0
"766","Psyonix, Inc.",252950,1.3e+07,"Rocket League®",2015,"Single-player Multi-player    Multiplayer",14.99,0.92,0.86,0,0
"767","Puny Human",225600,2e+06,"Blade Symphony",2014,"Multi-player Online Multi-Player Local Multi-Player  Multiplayer",0,0.67,0.72,0,0
"768","Question",323380,860000,"The Magic Circle",2015,"Single-player",14.99,0.93,0.79,1,0
"769","Ragequit Corporation",246700,690000,"Strike Vector",2014,"Single-player Multi-player",8.99,0.67,0.73,0,0
"770","Rain Games",249590,2e+06,"Teslagrad",2013,"Single-player",6.99,0.86,0.77,1,0
"771","Rake in Grass",314410,1500000,"Rampage Knights",2015,"Single-player Multi-player Online Multi-Player Local Multi-Player   Local    Multiplayer",8.99,0.92,0.8,0,0
"772","Raw Fury",370910,3400000,"Kathy Rain",2016,"Single-player",10.99,0.93,0.77,1,0
"773","Raw Fury",368230,7100000,"Kingdom: Classic",2015,"Single-player",3.99,0.89,0.74,1,0
"774","Re-Logic",105600,26600000,"Terraria",2011,"Single-player Multi-player Online Multi-Player",6.99,0.97,0.83,0,0
"775","Rebellion",301640,3300000,"Zombie Army Trilogy",2015,"Single-player",29.99,0.86,0.72,1,1
"776","Rebellion",3700,2900000,"Sniper Elite",2009,"Single-player",5.59,0.76,0.76,1,1
"777","Rebellion",3720,1800000,"Evil Genius",2009,"Single-player",6.99,0.95,0.75,1,1
"778","Rebellion",312670,1500000,"Strange Brigade",2018,"Single-player",39.99,0.77,0.68,1,1
"779","Rebellion",312660,3600000,"Sniper Elite 4",2017,"Single-player Multi-player",39.99,0.85,0.78,0,1
"780","Rebellion",227100,1500000,"Sniper Elite: Nazi Zombie Army",2013,"Single-player",10.99,0.88,0.62,1,1
"781","Red Barrels",238320,10500000,"Outlast",2013,"Single-player",15.49,0.96,0.8,1,1
"782","Red Barrels",414700,3200000,"Outlast 2",2017,"Single-player",23.79,0.87,0.75,1,1
"783","Red Hook Studios",262060,4100000,"Darkest Dungeon®",2016,"Single-player",18.99,0.86,0.84,1,0
"784","Red Thread Games",237850,1400000,"Dreamfall Chapters",2017,"Single-player",18.99,0.83,0.71,1,0
"785","RedCandleGames;AGM PLAYISM",555220,1100000,"Detention",2017,"Single-player",8.99,0.76,0.83,1,0
"786","RedRuins Softworks",738520,490000,"Breathedge",2018,"Single-player",12.39,0.93,0.71,1,0
"787","Refract",233610,1900000,"Distance",2018,"Single-player Multi-player Online Multi-Player Local Multi-Player   Multiplayer",19.49,0.93,0.74,0,0
"788","Remedy Entertainment",108710,5800000,"Alan Wake",2012,"Single-player",11.39,0.91,0.83,1,0
"789","Remedy Entertainment",202750,4800000,"Alan Wake's American Nightmare",2012,"Single-player",6.19,0.71,0.73,1,0
"790","Reverb Publishing",215510,2500000,"Rocketbirds: Hardboiled Chicken",2012,"Single-player Multi-player",3.99,0.79,0.74,0,0
"791","Reverb Triple XP",241720,990000,"Guncraft",2013,"Single-player Multi-player",10.99,0.49,0.73,0,0
"792","Reverb Triple XP;Circle 5",215470,1700000,"Primal Carnage",2012,"Multi-player Online Multi-Player",5.59,0.77,0.67,0,0
"793","Rising Star Games",247660,2e+06,"Deadly Premonition: The Director's Cut",2013,"Single-player",19.99,0.69,0.59,1,0
"794","Robot Entertainment",102600,3800000,"Orcs Must Die!",2011,"Single-player",7.99,0.97,0.83,1,0
"795","Robot Entertainment",201790,5300000,"Orcs Must Die! 2",2012,"Single-player",11.99,0.95,0.83,1,0
"796","Rocket Bear Games",204530,1500000,"Infested Planet",2014,"Single-player",11.39,0.94,0.75,1,0
"797","ROCKFISH Games",396750,1200000,"EVERSPACE™",2017,"Single-player",22.99,0.79,0.79,1,0
"798","Rockstar Games",12140,2900000,"Max Payne",2008,"Single-player",5.99,0.9,0.89,1,1
"799","Rockstar Games",12110,5500000,"Grand Theft Auto: Vice City",2011,"Single-player",5.99,0.92,0.94,1,1
"800","Rockstar Games",12100,5e+06,"Grand Theft Auto III",2008,"Single-player",5.99,0.86,0.93,1,1
"801","Rockstar Games",12210,7900000,"Grand Theft Auto IV",2008,"Single-player Multi-player",19.99,0.65,0.9,0,1
"802","Rockstar Games",12130,1600000,"Manhunt",2008,"Single-player",5.99,0.65,0.75,1,1
"803","Rockstar Games",12120,6900000,"Grand Theft Auto: San Andreas",2008,"Single-player",9.99,0.89,0.93,1,1
"804","Rockstar Games",12200,3200000,"Bully: Scholarship Edition",2008,"Single-player",9.99,0.83,0.72,1,1
"805","Rockstar Games",110800,4500000,"L.A. Noire",2011,"Single-player",19.99,0.86,0.83,1,1
"806","Rockstar Games",12150,2600000,"Max Payne 2: The Fall of Max Payne",2008,"Single-player",5.99,0.94,0.86,1,1
"807","Rockstar Games",271590,14300000,"Grand Theft Auto V",2015,"Single-player Multi-player",24.99,0.7,0.96,0,1
"808","Rockstar Games",204100,4500000,"Max Payne 3",2012,"Single-player Multi-player",14.99,0.83,0.87,0,1
"809","Ronimo Games",204300,5900000,"Awesomenauts - the 2D moba",2012,"Single-player Multi-player",0,0.85,0.78,0,0
"810","Runic Games",41500,2900000,"Torchlight",2009,"Single-player",10.99,0.92,0.83,1,0
"811","Runic Games",200710,5800000,"Torchlight II",2012,"Single-player Multi-player   Multiplayer",14.99,0.94,0.88,0,0
"812","Runic Games",404680,710000,"Hob",2017,"Single-player",14.99,0.89,0.76,1,0
"813","Running With Scissors",223470,6700000,"POSTAL 2",2012,"Single-player",6.99,0.95,0.59,1,0
"814","Running With Scissors",232770,4300000,"POSTAL",2013,"Single-player",1.49,0.82,0.56,1,0
"815","Rusty Lake",532110,1100000,"Rusty Lake: Roots",2016,"Single-player",1.99,0.95,0.75,1,0
"816","Rusty Lake",435120,1900000,"Rusty Lake Hotel",2016,"Single-player",1.59,0.94,0.65,1,0
"817","Sam Barlow",368370,2300000,"Her Story",2015,"Single-player",4.99,0.9,0.86,1,0
"818","Sandbox Interactive GmbH",761890,2300000,"Albion Online",2018,"Online Multi-Player   Multiplayer",0,0.56,0.72,0,0
"819","Scavengers Studio",544920,4100000,"Darwin Project",2018,"Multi-player Online Multi-Player",0,0.81,0.74,0,0
"820","Scott Cawthon",354140,9e+05,"Five Nights at Freddy's 3",2015,"Single-player",5.79,0.88,0.68,1,0
"821","Scott Cawthon",332800,1400000,"Five Nights at Freddy's 2",2014,"Single-player",5.79,0.9,0.62,1,0
"822","Scott Cawthon",506610,1400000,"Five Nights at Freddy's: Sister Location",2016,"Single-player",5.79,0.91,0.62,1,0
"823","Scott Cawthon",319510,2200000,"Five Nights at Freddy's",2014,"Single-player",3.99,0.88,0.78,1,0
"824","Scott Cawthon",388090,680000,"Five Nights at Freddy's 4",2015,"Single-player",5.79,0.93,0.51,1,0
"825","Screen 7",253110,1400000,"The Cat Lady",2013,"Single-player",7.19,0.93,0.81,1,0
"826","Screenwave Media",237740,670000,"Angry Video Game Nerd Adventures",2013,"Single-player",3.99,0.89,0.77,1,0
"827","SCS Software",302080,870000,"Bus Driver",2014,"Single-player",5.59,0.73,0.61,1,0
"828","SCS Software",227300,9e+06,"Euro Truck Simulator 2",2012,"Single-player",14.99,0.97,0.79,1,0
"829","SCS Software",270880,4e+06,"American Truck Simulator",2016,"Single-player",14.99,0.92,0.76,1,0
"830","SEGA",20540,4400000,"Company of Heroes: Tales of Valor",2009,"Single-player Multi-player",9.99,0.93,0.7,0,1
"831","SEGA",208140,6300000,"Endless Space® - Collection",2012,"Single-player Multi-player Online Multi-Player  Multiplayer",0,0.8,0.77,0,1
"832","SEGA",34010,3600000,"Alpha Protocol™",2010,"Single-player",9.99,0.8,0.72,1,1
"833","SEGA",99300,4500000,"Renegade Ops",2011,"Single-player Multi-player",9.99,0.86,0.76,0,1
"834","SEGA",55150,6800000,"Warhammer 40,000: Space Marine",2011,"Single-player Multi-player",19.99,0.91,0.74,0,1
"835","SEGA",638970,3600000,"Yakuza 0",2018,"Single-player Multi-player Online Multi-Player Local Multi-Player",14.99,0.87,0.86,0,1
"836","SEGA",460790,2500000,"Bayonetta",2017,"Single-player",14.99,0.91,0.9,1,1
"837","SEGA",4760,3200000,"Rome: Total War™ - Collection",2007,"Single-player Multi-player",8.99,0.93,0.92,0,1
"838","SEGA",4720,2900000,"Condemned: Criminal Origins",2012,"Single-player",9.99,0.85,0.78,1,1
"839","SEGA",325610,1300000,"Total War: ATTILA",2015,"Single-player Multi-player",29.99,0.73,0.8,0,1
"840","SEGA",353700,1e+06,"The Deadly Tower of Monsters",2016,"Single-player",10.99,0.88,0.73,1,1
"841","SEGA",214950,2300000,"Total War™: ROME II - Emperor Edition",2013,"Single-player Multi-player",29.99,0.7,0.76,0,1
"842","SEGA",584400,2300000,"Sonic Mania",2017,"Single-player Local Multi-Player Local",14.99,0.9,0.84,0,1
"843","SEGA",203750,4500000,"Binary Domain",2012,"Single-player Multi-player",9.99,0.86,0.68,0,1
"844","SEGA",460810,1300000,"Vanquish",2017,"Single-player",14.99,0.88,0.78,1,1
"845","SEGA",10680,2500000,"Aliens vs. Predator™",2010,"Single-player Multi-player",9.99,0.89,0.68,0,1
"846","SEGA",893180,1500000,"Catherine Classic",2019,"Single-player Local Multi-Player",14.99,0.85,0.8,0,1
"847","SEGA",834530,2600000,"Yakuza Kiwami",2019,"Single-player Multi-player",14.99,0.93,0.8,0,1
"848","SEGA",289130,2800000,"Endless Legend™",2014,"Single-player Multi-player Online Multi-Player  Multiplayer",22.99,0.83,0.82,0,1
"849","SEGA",415200,1e+06,"Motorsport Manager",2016,"Single-player",24.99,0.9,0.81,1,1
"850","SEGA",4580,2300000,"Warhammer® 40,000: Dawn of War® - Dark Crusade",2007,"Single-player Multi-player",9.99,0.96,0.87,0,1
"851","SEGA",22230,2200000,"Rock of Ages",2011,"Single-player Multi-player",6.99,0.91,0.74,0,1
"852","SEGA",228200,6800000,"Company of Heroes",2006,"Single-player Multi-player",0,0.9,0.93,0,1
"853","SEGA",872790,370000,"Football Manager 2019",2018,"Single-player Multi-player",37.99,0.75,0.86,0,1
"854","SEGA",255070,1900000,"Abyss Odyssey",2014,"Single-player",10.99,0.62,0.69,1,1
"855","SEGA",71340,3800000,"Sonic Generations Collection",2011,"Single-player",0,0.92,0.77,1,1
"856","SEGA",205230,5400000,"Hell Yeah! Wrath of the Dead Rabbit",2012,"Single-player",9.99,0.86,0.64,1,1
"857","SEGA",4570,4400000,"Warhammer® 40,000: Dawn of War® - Game of the Year Edition",2007,"Single-player Multi-player",9.99,0.94,0.86,0,1
"858","SEGA",4560,6700000,"Company of Heroes - Legacy Edition",2007,"Single-player Multi-player",0,0.94,0.93,0,1
"859","SEGA",535930,2600000,"Two Point Hospital",2018,"Single-player",24.99,0.84,0.83,1,1
"860","SEGA",624090,350000,"Football Manager 2018",2017,"Single-player Multi-player",37.99,0.64,0.82,0,1
"861","SEGA;Feral Interactive (Linux);Feral Interactive (Mac)",364360,3e+06,"Total War: WARHAMMER",2016,"Single-player Multi-player",39.99,0.75,0.86,0,1
"862","SEGA;Feral Interactive (Mac)",34030,2300000,"Total War: NAPOLEON – Definitive Edition",2010,"Single-player Multi-player",0,0.9,0.81,0,1
"863","SEGA;Feral Interactive (Mac);Feral Interactive (Linux)",285190,2100000,"Warhammer 40,000: Dawn of War III",2017,"Single-player Online Multi-Player",29.99,0.45,0.77,0,1
"864","SEGA;Feral Interactive (Mac);Feral Interactive (Linux)",10500,3100000,"Total War: EMPIRE – Definitive Edition",2009,"Single-player Multi-player",19.99,0.9,0.9,0,1
"865","SEGA;Feral Interactive (Mac);Feral Interactive (Linux)",594570,2e+06,"Total War: WARHAMMER II",2017,"Single-player Multi-player",39.99,0.87,0.87,0,1
"866","SEGA;Feral Interactive (Mac);Feral Interactive (Linux)",231430,12700000,"Company of Heroes 2",2013,"Single-player Multi-player",14.99,0.73,0.8,0,1
"867","SEGA;Feral Interactive (Mac);Feral Interactive (Linux)",214490,5e+06,"Alien: Isolation",2014,"Single-player",29.99,0.93,0.81,1,1
"868","SEGA;Feral Interactive (Mac/Linux)",20570,2400000,"Warhammer® 40,000: Dawn of War® II Chaos Rising",2010,"Single-player Multi-player",14.99,0.91,0.84,0,1
"869","SEGA;Feral Interactive (Mac/Linux)",15620,3300000,"Warhammer 40,000: Dawn of War II",2009,"Single-player Multi-player",14.99,0.88,0.85,0,1
"870","SeithCG",417290,470000,"Ghost of a Tale",2018,"Single-player",19.49,0.92,0.75,1,0
"871","Sekai Project",324160,440000,"CLANNAD",2015,"Single-player",29.99,0.98,0.83,1,0
"872","Shining Rock Software LLC",242920,2900000,"Banished",2014,"Single-player",14.99,0.9,0.73,1,0
"873","Shiro Games",233470,1800000,"Evoland",2013,"Single-player",6.99,0.83,0.61,1,0
"874","Shiro Games",466560,2700000,"Northgard",2018,"Single-player Multi-player Online Multi-Player",23.79,0.84,0.8,0,0
"875","Shiver Games",218640,4200000,"Lucius",2012,"Single-player",6.99,0.8,0.59,1,0
"876","Shiver Games",296830,1300000,"Lucius II",2015,"Single-player",14.99,0.59,0.48,1,0
"877","SimBin",8600,3900000,"RACE 07",2007,"Single-player Multi-player",2.49,0.83,0.83,0,0
"878","Simogo",269050,1300000,"Year Walk",2014,"Single-player",4.79,0.91,0.87,1,0
"879","Ska Studios",283640,1100000,"Salt and Sanctuary",2016,"Single-player",13.59,0.92,0.84,1,0
"880","Sketchy Logic",384630,1800000,"Aviary Attorney",2015,"Single-player",10.99,0.95,0.77,1,0
"881","SkyGoblin",220090,2300000,"The Journey Down: Chapter One",2013,"Single-player",5.99,0.87,0.72,1,0
"882","Slightly Mad Studios;BANDAI NAMCO Entertainment",234630,2800000,"Project CARS",2015,"Single-player Multi-player",23.39,0.76,0.83,0,1
"883","Slitherine Ltd.",312450,1100000,"Order of Battle: World War II",2015,"Single-player Multi-player",0,0.7,0.81,0,0
"884","Slitherine Ltd.",530630,480000,"Empires Apart",2018,"Single-player Multi-player Online Multi-Player",0,0.62,0.68,0,0
"885","Slitherine Ltd.",489630,1300000,"Warhammer 40,000: Gladius - Relics of War",2018,"Single-player Multi-player Online Multi-Player    Multiplayer",30.99,0.77,0.71,0,0
"886","Slitherine Ltd.",261470,360000,"Distant Worlds: Universe",2014,"Single-player",44.98,0.77,0.81,1,0
"887","Snowbird Games",232050,3300000,"Eador. Masters of the Broken World",2013,"Single-player Multi-player",14.99,0.67,0.74,0,0
"888","SOEDESCO Publishing",400630,1900000,"Wuppo",2016,"Single-player",10.99,0.95,0.78,1,0
"889","Sorath",422970,2200000,"Devil Daggers",2016,"Single-player",3.99,0.95,0.83,1,0
"890","Sos Sosowski",220860,2300000,"McPixel",2012,"Single-player",2.99,0.84,0.76,1,0
"891","SouthPeak Games",16730,1900000,"Legendary",2008,"Single-player",1.69,0.52,0.5,1,0
"892","Sparpweed",95400,1700000,"ibb & obb",2014,"Multi-player    Multiplayer",8.99,0.94,0.83,0,0
"893","Spearhead Games",439190,4400000,"Stories: The Path of Destinies",2016,"Single-player",10.99,0.87,0.74,1,0
"894","Spike Chunsoft Co., Ltd.",311240,580000,"Zero Escape: Zero Time Dilemma",2016,"Single-player",15.49,0.92,0.78,1,0
"895","Spike Chunsoft Co., Ltd.",567640,760000,"Danganronpa V3: Killing Harmony",2017,"Single-player",30.99,0.85,0.8,1,0
"896","Spike Chunsoft Co., Ltd.",413410,1300000,"Danganronpa: Trigger Happy Havoc",2016,"Single-player",14.99,0.97,0.82,1,0
"897","Spike Chunsoft Co., Ltd.",412830,7e+05,"STEINS;GATE",2016,"Single-player",23.99,0.98,0.87,1,0
"898","Spike Chunsoft Co., Ltd.",413420,1100000,"Danganronpa 2: Goodbye Despair",2016,"Single-player",14.99,0.97,0.83,1,0
"899","Spooky Squid Games Inc.",211260,1600000,"They Bleed Pixels",2012,"Single-player",6.99,0.86,0.74,1,0
"900","Square Enix",6910,4300000,"Deus Ex: Game of the Year Edition",2007,"Single-player Multi-player",4.99,0.95,0.9,0,1
"901","Square Enix",8080,2500000,"Kane and Lynch: Dead Men™",2007,"Single-player Multi-player",4.99,0.63,0.67,0,1
"902","Square Enix",35130,3800000,"Lara Croft and the Guardian of Light",2010,"Single-player Multi-player",7.99,0.91,0.82,0,1
"903","Square Enix",8140,3600000,"Tomb Raider: Underworld",2008,"Single-player",6.99,0.75,0.8,1,1
"904","Square Enix",6920,3300000,"Deus Ex: Invisible War",2007,"Single-player",4.99,0.6,0.8,1,1
"905","Square Enix",9420,2700000,"Supreme Commander: Forged Alliance",2011,"Single-player Multi-player",8.99,0.97,0.81,0,1
"906","Square Enix",6880,4400000,"Just Cause",2007,"Single-player",4.99,0.67,0.75,1,1
"907","Square Enix",750920,3700000,"Shadow of the Tomb Raider",2018,"Single-player",44.99,0.71,0.77,1,1
"908","Square Enix",845070,4300000,"The Awesome Adventures of Captain Spirit",2018,"Single-player",0,0.92,0.79,1,1
"909","Square Enix",377840,870000,"FINAL FANTASY IX",2016,"Single-player",15.99,0.92,0.84,1,1
"910","Square Enix",9350,2500000,"Supreme Commander",2011,"Single-player Multi-player",8.99,0.87,0.86,0,1
"911","Square Enix",499520,2400000,"The Turing Test",2016,"Single-player",14.99,0.86,0.74,1,1
"912","Square Enix",35000,3200000,"Mini Ninjas",2009,"Single-player",7.99,0.86,0.74,1,1
"913","Square Enix",524220,3e+06,"NieR:Automata™",2017,"Single-player",29.99,0.81,0.84,1,1
"914","Square Enix",39210,1600000,"FINAL FANTASY XIV Online",2014,"Single-player Multi-player Online Multi-Player     Multiplayer",9.99,0.82,0.83,0,1
"915","Square Enix",225540,7800000,"Just Cause™ 3",2015,"Single-player",11.99,0.73,0.74,1,1
"916","Square Enix",239120,670000,"FINAL FANTASY III",2014,"Single-player",10.99,0.8,0.68,1,1
"917","Square Enix",40100,2900000,"Supreme Commander 2",2010,"Single-player Multi-player",8.99,0.86,0.77,0,1
"918","Square Enix",8190,9200000,"Just Cause 2",2010,"Single-player",9.99,0.91,0.84,1,1
"919","Square Enix",233290,3700000,"Murdered: Soul Suspect",2014,"Single-player",19.99,0.84,0.59,1,1
"920","Square Enix",200010,1400000,"Quantum Conundrum",2012,"Single-player",6.99,0.84,0.77,1,1
"921","Square Enix",258180,2700000,"Deus Ex: The Fall",2014,"Single-player",7.99,0.32,0.45,1,1
"922","Square Enix",211600,3700000,"Thief™ Gold",2012,"Single-player",4.99,0.92,0.92,1,1
"923","Square Enix",517630,790000,"Just Cause 4",2018,"Single-player",44.99,0.35,0.68,1,1
"924","Square Enix",39200,1800000,"Dungeon Siege II",2005,"Single-player",4.99,0.7,0.8,1,1
"925","Square Enix",289690,6800000,"LARA CROFT AND THE TEMPLE OF OSIRIS™",2014,"Single-player Multi-player",14.99,0.56,0.73,0,1
"926","Square Enix",7000,3300000,"Tomb Raider: Legend",2007,"Single-player",4.99,0.87,0.82,1,1
"927","Square Enix",28000,3200000,"Kane & Lynch 2: Dog Days",2010,"Single-player Multi-player",7.99,0.6,0.66,0,1
